41,31,28,39.13,13,2.85
38,32,30,39.25,8,5.73
41,32,27,39.88,14,8.78
54,32,14,42.00,40,6.52
43,31,26,41.38,17,6.22
43,31,26,42.00,17,5.76
38,42,20,41.75,18,5.85
32,36,32,41.25,0,11.26
32,40,28,40.13,4,12.62
38,35,27,40.13,11,9.06
30,39,31,38.75,-1,9.59
35,38,27,36.38,8,4.56
43,36,21,36.38,22,5.39
54,28,18,37.75,36,6.43
55,23,22,39.88,33,9.08
42,38,20,41.13,22,6.86
30,46,24,40.88,6,12.51
30,40,30,39.88,0,10.86
31,46,23,40.00,8,11.60
35,40,25,40.00,10,11.73
44,38,18,40.13,26,12.05
37,38,25,38.00,12,10.57
36,43,21,35.63,15,9.76
36,36,28,34.88,8,13.42
35,42,23,35.50,12,11.98
34,38,28,36.00,6,5.46
42,39,19,37.38,23,10.16
38,37,25,37.75,13,7.32
38,38,24,37.00,14,1.22
43,35,22,37.75,21,4.12
48,26,26,39.25,22,-2.15
46,32,22,40.50,24,-3.82
55,28,17,43.00,38,-5.28
62,25,13,46.50,49,-8.24
62,27,11,49.00,51,-3.33
54,26,20,51.00,34,-7.66
52,31,17,52.75,35,-10.45
60,25,15,54.88,45,-10.14
75,11.66,13.33,58.25,61.67,-9.93
59.26,22.22,18.52,59.91,40.74,-10.01
57.14,25,17.86,60.18,39.28,-6.86
53.7,25.93,20.37,59.14,33.33,-0.38
51.11,24.44,24.44,57.78,26.67,-5.26
41.86,30.23,27.91,56.26,13.95,-5.22
27.27,48.48,24.24,53.17,3.03,-3.31
41.38,27.59,31.03,50.84,10.35,-7.44
36.67,40,23.33,46.05,13.34,-12.47
58.33,25,16.67,45.93,41.66,-17.53
50,23.33,26.67,45.04,23.33,-22.17
65.71,14.29,20,46.54,45.71,-24.04
38.89,11.11,50,45.01,-11.11,-24.70
45.83,33.33,20.83,45.51,25,-21.95
51.85,18.52,29.63,48.58,22.22,-8.37
63.73,13.73,22.55,51.38,41.18,-12.65
61.29,24.19,14.52,54.45,46.77,-12.79
34.78,30.43,34.78,51.51,0,-13.05
30.23,44.19,25.58,49.04,4.65,-9.08
35.29,23.53,41.18,45.24,-5.89,-9.17
34.92,28.57,36.51,44.74,-1.59,-8.52
41.67,20.83,37.5,44.22,4.17,-14.37
61.54,15.38,23.08,45.43,38.46,-16.65
43.75,37.5,18.75,42.93,25,-16.33
26.67,33.33,40,38.61,-13.33,-15.06
56.1,28.05,15.85,41.27,40.25,-18.15
65,15,20,45.62,45,-17.80
66.67,21.33,12,49.54,54.67,-19.81
42.86,37.14,20,50.53,22.86,-18.54
41.3,34.78,23.91,50.49,17.39,-14.48
54.1,34.43,11.48,49.56,42.62,-18.65
59.38,21.88,18.75,51.51,40.63,-21.05
57.69,19.23,23.08,55.39,34.61,-20.57
55.88,26.47,17.65,55.36,38.23,-24.75
62.5,29.17,8.33,55.05,54.17,-28.60
41.18,35.29,23.53,51.86,17.65,-26.90
43.75,37.5,18.75,51.97,25,-34.11
53.33,40,6.67,53.48,46.66,-28.15
41.94,32.26,25.81,51.96,16.13,-25.42
41.46,26.83,31.71,49.72,9.75,-22.52
48.89,26.67,24.44,48.62,24.45,-21.88
64.1,17.95,17.95,49.64,46.15,-20.93
51.61,25.81,22.58,48.28,29.03,-21.19
62.86,28.57,8.57,50.99,54.29,-21.47
45.83,37.5,16.67,51.25,29.16,-16.64
36.51,26.98,36.51,49.15,0,-15.89
60.42,22.92,16.67,51.46,43.75,-15.08
47.06,15.69,37.25,52.16,9.81,-11.93
59.62,7.69,32.69,53.50,26.93,-18.02
31.11,17.78,51.11,49.38,-20,-12.75
40,28,32,47.93,8,-11.10
42.59,33.33,24.07,45.39,18.52,-11.19
35.71,21.43,42.86,44.13,-7.15,-11.76
36.59,39.02,24.39,44.14,12.2,-14.48
49.23,24.62,26.15,42.74,23.08,-15.59
50,30.77,19.23,43.11,30.77,-17.18
55.56,30,14.44,42.60,41.12,-18.77
30.43,47.83,21.74,42.51,8.69,-16.02
26.32,35.09,38.6,40.80,-12.28,-16.26
